Az,Ay,Ax
1.400568224,-0.247670692,-0.653878627
1.656919505,-0.31150399,-0.653967182
1.796420476,-0.234998842,-0.660876231
1.748809999,-0.314076471,-0.531580281
1.044991722,-0.987084453,-0.090124142
0.016955811,-2.099724208,0.460352197
-0.500424387,-3.164312172,0.971665058
-0.719238111,-4.110259729,1.379874395
-0.718009738,-4.513402138,1.552918009
-0.391170232,-3.710696347,1.110060552
-0.225273567,-2.015229816,-0.011418051
-0.420601201,-0.367899246,-1.238844169
-0.891359641,0.45060091,-1.557313614
-1.563465414,0.574146042,-1.072435609
-2.017893628,0.511072623,-0.487583537
-2.242145305,0.586276624,0.008765783
-2.45914818,0.749606653,0.526905129
-2.707255218,0.866425691,1.011269923
-2.820532345,0.825552998,1.231461511
-2.782189755,0.587672463,1.157828558
-2.646709564,0.330850495,0.985995635
-2.401142273,0.216065009,0.787671888
-2.076661313,0.233681915,0.556285099
-1.762677489,0.22528818,0.339999286
-1.432554431,0.153695355,0.130972359
-1.052554558,0.022478958,-0.009366306
-0.818297912,-0.08749299,-0.08295447
-0.591536298,-0.150329093,-0.00511917
-0.301409735,-0.146828392,0.19153226
-0.121274117,-0.172837278,0.391944358
-0.08063158,-0.16993045,0.549348139
-0.038075902,-0.091159696,0.680964275
-0.034587475,0.063397829,0.820436166
-0.142535809,0.291602189,0.935382104
-0.217505417,0.476676432,0.965529113
-0.296745543,0.597861264,0.909799627
-0.359880921,0.738713503,0.750927454
-0.318107334,0.886542597,0.560994007
-0.156394823,1.018864908,0.401143417
0.025611265,1.057068675,0.327706133
0.102681937,0.958617068,0.347515434
0.093786391,0.839775585,0.442481975
0.04598989,0.782120099,0.493558411
0.031564036,0.776899734,0.460206432
0.083010438,0.835155524,0.401295539
0.239838538,0.924344212,0.327174218
0.383550405,1.027428739,0.315845526
0.469401326,1.088441718,0.277144661
0.555449963,1.124927574,0.248855591
0.560956159,1.181930733,0.29938455
0.622789223,1.272770696,0.378526804
0.781268304,1.333706518,0.483522681
0.905182561,1.351615684,0.577888699
0.981474212,1.313714116,0.683340868
0.881973535,1.244321431,0.765946086
0.717246791,1.119716562,0.868855256
0.638681204,0.858503081,1.005401323
0.657458385,0.51754328,1.119967906
0.651613458,0.204421333,1.174184357
0.641967386,0.000366495,1.139889873
0.763501177,-0.100643563,1.066323117
1.001301048,-0.162369075,1.042258643
1.073879962,-0.185806065,1.063457207
1.147667668,-0.198496035,1.098558915
1.27666595,-0.190895497,1.10209498
1.169649344,-0.135392805,1.042160444
0.826700853,-0.095230891,0.997049382
