Az,Ay,Ax
1.540149713,0.999155999,-1.266800097
1.649090565,1.181252104,-1.159735487
1.786940115,1.33775141,-1.049304689
1.675806722,1.452388427,-0.944509048
1.558151818,1.545070218,-0.826634875
1.563084598,1.603881888,-0.71508596
1.501426891,1.65833887,-0.683622608
1.391974583,1.787587181,-0.667274992
1.182086874,1.792127163,-0.666955185
1.258282152,1.471468975,-0.616867285
1.534981955,0.789314394,-0.632395401
1.500638956,0.212412917,-0.797378458
1.160178336,0.092758363,-1.031568542
1.015990814,-0.113852589,-1.26564099
1.291404085,-0.567413518,-1.398586694
1.737256339,-0.916850641,-1.506244813
2.06659117,-1.097362106,-1.744477815
2.339084169,-1.081560726,-2.041246593
2.573103352,-1.296754798,-2.118648981
1.64581958,-2.563164142,-1.440013222
-1.102774195,-4.936946699,0.014425123
-1.8631682,-7.226928691,1.494391001
0.53810676,-7.100730415,1.391926944
2.219272963,-4.164983837,-0.574747149
1.113198558,-1.946174984,-2.259777115
-1.000994321,-1.57440971,-3.29884047
-2.062228298,-1.669333727,-3.306780323
-1.678824024,-1.523711204,-2.001820007
-1.013871922,-1.390155551,-0.11740524
-1.379233759,-1.211214111,1.57699432
-2.346819147,-0.960928852,2.550759419
-2.897317771,-0.550529604,2.606489197
-2.409275895,-0.105074239,2.020343067
-1.459089971,0.114242465,1.180365676
-1.031420439,0.224025613,0.445858684
-0.984303298,0.418622302,0.070103537
-0.835181827,0.568814617,0.023637846
-0.669793697,0.562467879,0.244570754
-0.581302343,0.556539658,0.594706891
-0.474297428,0.659702511,0.866057369
-0.442576594,0.743714088,0.959345748
-0.455260719,0.871904415,0.902257248
-0.398659126,1.019883145,0.750495565
-0.301529124,1.217519933,0.514010466
-0.108559743,1.521018896,0.282945127
0.180340201,1.883189828,0.103100638
0.397198991,2.186664241,0.012791714
0.460370609,2.40721604,0.064240746
0.358104413,2.497663204,0.265050063
0.296518036,2.453483286,0.539284937
0.27731704,2.361314705,0.791782173
0.325181802,2.20247848,0.940846141
0.400724827,2.015319247,1.023862278
0.475350188,1.843997635,1.032170453
0.522069269,1.762486058,1.03946967
0.653359864,1.784401537,1.032417706
0.87423958,1.848951458,1.024850997
1.10253571,1.866907971,0.995554175
1.261411097,1.841090223,0.913052126
1.310130997,1.770772824,0.797475197
1.354076522,1.688705367,0.708892439
1.47835815,1.525472368,0.67124185
1.598124932,1.209994798,0.719998574
1.487536898,1.069785533,0.863814632
1.186955284,0.994445337,1.081253487
0.983656232,0.696021778,1.155889114
0.958765537,0.200479902,1.001444768
1.062833229,-0.335169528,0.646388563
1.262457976,-0.749784933,0.166834019
1.468781344,-0.992282022,-0.347343584
1.71922267,-1.085078963,-0.793439512
2.135273661,-1.000085389,-0.883472322
2.770864643,-0.753604199,-0.680503526
3.401825044,-0.832744955,-0.350443669
3.419648285,-1.361315825,0.314107743
2.646443898,-2.057972394,0.915950258
0.68009005,-3.160525055,1.489209799
-1.887822164,-5.121783627,1.484251592
-3.147359284,-7.008009461,0.417493956
-2.687248202,-6.911857364,-0.749164463
-1.980001266,-5.693037454,-1.100572812
-1.503261705,-3.850341549,-1.087266537
-2.38901812,-1.459099908,-1.062360351
-3.063710695,0.301092486,-1.019011916
-1.958658034,1.107378474,-0.756810301
-0.618009222,1.10880763,-0.216388725
-0.56093877,0.443352839,0.402033571
-1.102263323,-0.584717705,0.816400554
-1.296004272,-1.730803218,0.905191548
-0.909941592,-2.383562777,0.853411092
-0.385478194,-2.202087435,0.684071374
-0.351982715,-1.206995617,0.472472843
-0.711886871,0.086729604,0.289399783
-0.901683467,1.12190092,0.08405622
-0.791033473,1.797718699,-0.10633761
-0.68786536,2.201728539,-0.239100359
-0.581034632,2.468237787,-0.284011514
-0.412076242,2.632581962,-0.225835366
-0.110358902,2.657460967,-0.165389519
0.311103592,2.570055655,-0.121827294
0.49734045,2.481899233,-0.090365623
0.309966697,2.456212418,-0.069176704
-0.017992748,2.536830262,-0.069959598
-0.045139109,2.601080324,-0.053819488
0.298477335,2.627048878,-0.087482103
0.722694681,2.614952782,-0.271317745
1.022311249,2.53760943,-0.551408359
1.256888067,2.358914074,-0.897465192
1.464392169,2.141255073,-1.208000044
1.55808869,1.850040422,-1.424990717
1.510118147,1.518999373,-1.532541284
1.379058987,1.118570314,-1.548140127
1.24839321,0.267818578,-1.606007502
1.02809334,0.236876327,-1.546787251
0.894783771,1.215681612,-1.090325632
0.866542596,2.146860053,-0.734804148
0.707545627,2.402909283,-0.604949395
0.636935968,1.889974373,-0.624310806
0.469241314,1.14249538,-0.781858818
0.261399358,0.511878094,-0.947480976
0.427634461,-0.079068861,-1.031782258
0.807512314,-0.713062345,-0.900273527
1.255541329,-1.004072413,-0.337510465
1.709096413,-0.896694573,0.363960519
2.427318332,-0.707387222,0.572641701
3.218842804,-0.43765492,0.283939107
3.462812888,-0.603977701,-0.029340588
1.56250183,-2.356146947,0.261705063
-2.353171731,-5.777158337,1.367134448
-4.263108696,-8.560111478,2.357894521
-2.258297983,-7.771936316,1.438356249
-1.001137602,-4.384576436,-0.894021116
-1.833695437,-2.147678384,-2.530452544
-2.205335623,-1.132861874,-2.7246804
-1.863419544,-0.970800258,-1.68761801
-1.961039376,-1.37255092,-0.202242966
-2.105588132,-1.770319235,0.960979852
-1.891024175,-2.026568956,1.447895354
-1.458715292,-2.07085701,1.350839586
-1.199205109,-1.863103318,1.085778709
-1.136915022,-1.424457049,1.069164624
-1.100409219,-0.900164879,1.325216192
-0.994905356,-0.232664262,1.613569462
-0.710889677,0.572247515,1.829503976
-0.426854124,1.343227211,1.911793991
-0.128228923,1.905026981,1.795646277
0.136468289,2.181127649,1.519714389
0.242000227,2.3495173,1.088853879
0.163177432,2.511389531,0.584498363
-0.029984822,2.606446234,0.052563789
-0.176736039,2.632747966,-0.369708926
-0.22608956,2.709493352,-0.514629731
-0.243751473,2.865188356,-0.339686713
-0.26742461,2.993265285,0.11603534
-0.028372108,3.097505412,0.741751264
0.33810149,3.093779085,1.299532154
0.590444265,2.925724366,1.679056518
0.804631206,2.66780642,1.853781363
0.963496072,2.400911387,1.849105187
1.077946043,2.189267701,1.755256545
1.175905482,1.99662273,1.636431866
1.37035078,1.781656038,1.501579305
1.704683272,1.586234003,1.398606568
1.932323569,1.419279938,1.3830162
1.780004179,1.329343062,1.396713886
1.405325647,1.311861766,1.457280291
1.473061798,1.231983343,1.483266819
1.599489791,1.386387138,1.562458868
1.417333481,1.772975303,1.821070641
1.212308921,1.327355103,1.994908035
0.911673531,-0.088427056,2.060588568
0.597746697,-1.481461962,1.968199184
0.415510892,-2.166787574,1.596624172
0.835378811,-2.064061943,0.564635797
2.122564986,-1.73039113,-0.601719766
3.514361874,-1.109655186,-0.897436331
3.812344119,-0.712248106,-0.542697668
2.078956146,-0.685274759,0.260159879
-0.793963097,-1.23846043,0.964053633
-1.733458116,-3.553858018,1.28025696
-1.346159757,-6.739695209,0.856631223
-2.439502107,-9.120758571,-0.30346601
-3.302176921,-9.224789438,-0.99715277
-3.708212713,-7.166592588,-1.620287956
-3.572846796,-4.020497625,-1.987626062
-2.617865454,-1.210014672,-1.772909836
-1.710700341,0.30839901,-1.39347242
-0.997850177,0.466216997,-0.941190133
-1.190007072,-0.346543739,-0.495482839
-1.67341252,-1.361310565,-0.074952657
-1.269258888,-2.248427746,0.488777423
-0.76065704,-2.730808527,1.186742518
-0.919922888,-2.363788402,1.589909185
-0.994134956,-1.076369003,1.615944959
-0.718287386,0.5006354,1.428048059
-0.545645339,1.787034223,1.149324349
-0.51369771,2.659723651,0.801013819
-0.40984103,3.207663238,0.490668644
-0.324485637,3.484990233,0.143773169
-0.353766676,3.593794307,-0.293589198
-0.466937128,3.526868304,-0.742905694
-0.60663786,3.416978189,-1.135347846
-0.444516038,3.282462751,-1.330978993
-0.012942493,3.115724375,-1.265395199
0.071781631,2.947601266,-1.131395967
-0.131076696,2.851058124,-0.922153497
-0.118646253,2.769710213,-0.61663523
0.196302324,2.591264447,-0.375472312
0.526999091,2.369215687,-0.243970157
0.781837775,2.142763724,-0.19136253
1.021780504,1.91361127,-0.264972833
1.212999825,1.723251195,-0.456871442
1.293407826,1.540087754,-0.716396969
1.266499945,1.380227446,-0.977683076
1.284742289,1.174914717,-1.293882457
1.215173662,0.822798731,-1.640426489
1.063537578,0.046120531,-2.136160965
1.011048682,0.847233499,-2.096481281
0.849592045,2.437970659,-1.483410758
0.59872811,2.664893163,-0.951929772
0.944973158,2.09684953,-0.170656719
1.186151566,1.522110198,0.41270548
0.809202167,0.958598363,0.492171596
0.519233133,0.450306311,0.234276373
0.555322099,0.017841946,0.009352058
0.698801764,-0.199293907,-0.023433483
1.451579449,-0.325206352,-0.242492486
2.478366967,-0.22334523,-0.590111599
3.062472677,0.018908114,-0.970936451
