Az,Ay,Ax
1.741045356,1.150000056,-1.474382525
1.891166652,1.772452156,-1.343893566
2.233615669,2.070256706,-1.098395249
2.977197948,1.83856918,-0.754553462
3.164313926,1.041898578,-0.290794398
2.440416299,-0.450694434,0.162368198
1.93854595,-1.718344718,0.242688831
1.88930568,-2.037557967,0.229648421
2.148020914,-1.630369498,0.353970382
2.897119618,-1.144263558,0.697973205
3.02406842,-1.632678943,1.240263972
1.552102163,-3.343607248,1.908551648
-0.199036718,-4.581745022,1.468181624
-1.517678207,-4.441458599,0.683404581
-2.635255857,-5.244576478,0.727999583
-3.567187455,-5.743786229,1.44444419
-4.118960045,-5.117698403,1.05413021
-4.485885185,-4.07641182,-0.873265182
-5.438209291,-2.065631385,-2.984239391
-3.88030531,-0.415657023,-4.511988472
-1.616751599,-0.11253683,-4.747200957
-0.856184283,-0.758634594,-4.188488923
-1.210088906,-1.886889851,-2.8330303
-1.439091723,-2.726395387,-0.889706614
-0.822537011,-2.950890371,0.666948244
-0.216212309,-2.236696392,1.517801395
-0.311648221,-0.896809724,1.654037666
-0.949593073,0.364207406,1.140538693
-1.244697132,0.944188145,0.56325059
-1.024281088,1.175689793,0.031719957
-0.784592042,1.547349854,-0.23701632
-0.652964727,2.061016,-0.251207634
-0.55249009,2.260269575,-0.021442601
-0.507547225,2.213226084,0.416902676
-0.440530621,2.306940725,1.033403137
-0.124106857,2.522507722,1.542010831
-0.11644962,2.746281406,1.829114539
-0.498336475,2.902703555,1.428414262
-0.789580425,2.93553615,0.997010512
-0.804642312,2.992296148,0.913687501
-0.580015226,3.026450931,1.204313538
-0.316666049,2.915942392,1.635678125
-0.16485154,2.860292401,2.222636887
0.027882863,2.707498963,2.869155798
0.439771985,2.623656312,2.698788126
0.683164489,2.338644024,2.269742483
1.080217495,1.964093503,1.399758953
1.395945825,1.654364706,0.546427685
1.553378612,1.530486982,0.096581977
1.419956815,1.438597218,-0.079879373
1.17147539,1.224230245,-0.032618367
1.041741926,0.981940076,0.114373983
0.969251859,0.866591111,0.314052213
0.837101908,0.922682416,0.629736046
0.867348578,1.154361759,1.000302758
1.340228029,1.100686867,1.134503796
1.974680948,0.522646156,0.898713731
2.887125463,-0.55838324,0.228087711
3.859018192,-1.892719288,-0.529684713
4.528905996,-3.046989277,-1.020052949
4.22751482,-3.56753583,-1.035847023
2.819845824,-3.695594055,-0.652357482
0.349418929,-4.255653703,-0.595519998
-2.576754861,-5.570753136,-1.786616875
-3.499970945,-5.774827264,-3.531976441
-2.799090621,-4.935411745,-4.206238807
-3.4129672,-3.619384091,-3.227999924
-3.608556407,-1.693211446,-1.099869121
-1.638221965,0.047398296,1.786233721
-2.070212721,1.205506255,3.822382698
-2.318385664,1.682547429,4.198644991
-0.91238051,0.905464155,3.817463946
-0.119748515,-0.530916556,2.991071867
-0.726936995,-1.753293866,1.275319504
-0.904490633,-2.472621701,-0.325373598
-0.906843772,-2.937579639,-1.402823894
-1.319886813,-2.986571925,-2.15556563
-1.612108157,-2.325978019,-2.350239184
-1.300467681,-1.068701829,-1.92214675
-0.870439457,0.220285842,-1.299305359
-0.899739347,1.12032388,-0.603855536
-0.884504223,1.582707583,-0.089972806
-0.543710279,1.930039257,0.194036169
-0.177214031,2.254458843,0.396917543
-0.021753713,2.541665427,0.457392763
0.107647743,2.841135865,0.427338108
0.158014825,3.134281776,0.505667841
0.060343702,3.458822358,0.548340277
-0.120700117,3.395785179,0.153879205
-0.251077724,3.326851928,-0.191906427
-0.328365693,3.184526693,-0.662763067
-0.315970322,3.118358815,-1.057886128
-0.328476752,3.171301301,-1.309096978
-0.33061844,3.254358939,-1.543647784
-0.28331323,3.113278735,-1.872761957
-0.078496614,2.919420297,-2.064879982
0.254372236,2.589178289,-2.088406988
0.911549027,2.160945862,-1.673711503
1.39288746,1.759089985,-1.131173191
1.715541205,1.365156134,-0.802685333
1.668571364,0.967252795,-0.698956663
1.541248614,0.594978986,-0.838266349
1.444269272,0.4510054,-1.09225017
1.327085639,0.531619736,-1.433181038
1.377138248,0.605702625,-1.757401302
1.637660677,0.465672223,-1.84328861
2.007171012,-0.066299395,-1.607692971
2.386588701,-0.975423826,-0.870061417
2.484291681,-2.036082634,-0.020027471
2.438146016,-2.912672576,0.63227762
2.420811435,-2.962690114,1.138119941
2.936127102,-2.379054944,1.45586341
3.66580565,-2.435215223,1.349543847
3.25987741,-3.612657997,1.161620936
1.779395545,-4.497752149,0.454259725
-0.159364048,-3.864143864,-0.699542061
-2.000570737,-3.644375324,-0.576321632
-3.290726429,-4.161694732,0.097415824
-3.735160634,-3.9996337,0.330390184
-3.917478564,-3.269115778,-0.109238666
-4.5966439,-1.759911823,-1.47957834
-4.078564614,-0.203235338,-2.903936604
-2.210992772,0.043818683,-3.540987138
-1.453272371,-0.601214081,-3.469680144
-1.417980108,-1.647114296,-3.016809243
-1.919901894,-2.633172913,-2.138015068
-2.082292597,-2.5739135,-0.491814964
-1.76566761,-1.75487266,1.158471824
-1.378978469,-0.629202158,2.164738825
-1.153548104,0.494627684,2.308426288
-1.005811512,1.034344217,1.716790474
-0.585874546,1.185909574,1.038389109
0.038813203,1.282334058,0.457350933
0.332217546,1.654808942,0.256318968
0.23018567,2.09823017,0.297349756
0.027816082,2.432231239,0.303668164
-0.115193044,2.781720384,0.415092082
-0.108915206,3.170893304,0.76244743
0.002198898,3.382892964,1.203518588
0.058344637,3.316563758,1.546545259
-0.155639475,3.188849817,1.631095181
-0.516989811,3.09805837,1.522809871
-0.477352212,3.027247635,1.394428698
-0.140903751,2.897041292,1.279115681
0.124552116,2.720792745,1.13753688
0.300999547,2.522182728,1.017434583
0.450612601,2.222774834,0.994709541
0.661469447,1.722355123,1.054373736
0.790835832,1.383012109,1.156111233
0.844093959,1.322135908,1.214599954
0.829164028,1.306822019,1.23354577
0.972816274,1.219344811,1.247383741
1.261637892,1.090647119,1.281855335
1.172827974,1.012477838,1.322888772
0.952728595,1.115184763,1.208169921
1.322065619,1.326681734,1.053563297
2.095228066,1.221532092,0.917449484
2.6133962,0.68982117,0.792554107
2.360719077,-0.122585346,0.533814908
2.337377949,-0.926709772,-0.046360477
3.183310887,-2.233029101,-0.473756745
3.204462397,-3.399163715,-0.61540072
2.393086685,-3.90273926,-0.581099222
1.18338327,-4.451212516,-0.61174512
-1.335199972,-5.586785987,-1.364651399
-2.480556586,-6.39704497,-2.76687382
-1.598700102,-6.111053023,-3.628645548
-3.103753951,-5.100422274,-3.640672378
-3.73030881,-3.555968727,-1.978500214
-1.683493185,-1.51444887,0.644156566
-3.433741108,0.579813566,2.449246379
-2.94764569,1.722850797,3.639522039
-1.246275488,1.157452126,3.959186539
-1.070256073,-0.213102652,3.602089549
-1.281150402,-1.392307176,2.559569625
-1.010175552,-2.233849186,0.996337142
-0.82363467,-2.753273457,-0.528436138
-1.229877457,-2.651109552,-1.48211458
-1.360922442,-1.61874628,-1.811374592
-1.160466359,-0.177779995,-1.58987499
-1.09201417,0.915633666,-1.20306763
-1.068557525,1.551084948,-0.748819887
-0.880457212,1.91895906,-0.272047593
-0.560597409,2.285867542,0.102126788
-0.299631766,2.658291573,0.287549114
-0.13457579,3.018559301,0.365127151
-0.051087286,3.271486014,0.30337446
-0.044136152,3.488586212,0.101904368
-0.111308165,3.648476914,-0.305620193
-0.126205363,3.604563538,-0.568960748
-0.093379783,3.354386416,-0.761429778
-0.053800564,3.102223088,-0.888143602
-0.029002953,2.875794506,-1.077202239
0.009369886,2.776550288,-1.158926582
0.032034138,2.770934201,-1.019841352
0.174344029,2.678068871,-0.992804
0.49888841,2.61506501,-1.049204809
0.876080239,2.567136553,-1.048622333
1.26212889,2.399775661,-1.126402323
1.542135918,2.113943288,-1.133294128
1.711994472,1.818901772,-1.091645482
1.60479082,1.51313428,-1.06458358
1.390099144,1.18836515,-1.140814002
1.4352935,0.766520963,-1.445664964
1.821489305,0.421654802,-1.810403701
2.35310831,0.72165131,-2.010223093
2.678274622,0.935422655,-2.119232334
2.910471267,0.417301867,-1.971944508
3.117804688,-0.731804455,-1.548749199
2.924513821,-2.268060083,-0.790711402
2.382923895,-3.50296019,-0.161122582
1.653832206,-3.526722758,0.560543925
1.707327649,-2.608382755,1.034506422
2.632740367,-2.050169027,1.394548525
2.729329979,-3.111141723,1.847578124
1.751450869,-4.489880392,1.801465777
0.278566766,-4.424244429,0.782754305
-1.383196233,-4.178039718,0.471685492
-2.918631192,-4.274186554,0.638598932
-4.149359859,-3.841449217,0.551868415
-4.960277306,-3.134517338,0.089310835
-5.441917498,-1.869501494,-1.147093521
-5.387281068,-0.574516629,-3.112720809
-3.665306469,-0.152225867,-4.366218065
-1.897177144,-0.685990798,-4.725097262
-1.022479738,-1.993374542,-4.119046262
-0.769451902,-3.097922761,-2.346774723
-0.898738646,-3.27515915,-0.337496217
-0.843651988,-2.610175484,1.159170036
-0.711297819,-1.657612309,1.844778556
-0.766774792,-0.275396319,1.765347292
-0.847511147,0.798485543,1.33643945
-0.61560691,1.456931916,0.82565412
-0.272600113,2.022809895,0.257318793
-0.017915742,2.436626259,-0.074400613
0.134171155,2.762256974,-0.180422034
0.11285934,2.856916787,-0.079153927
-0.019479776,3.00277721,0.176952604
-0.014491467,3.275313464,0.512931402
-0.082830405,3.595760639,0.897531024
-0.289256648,3.766049985,1.243510991
-0.66599635,3.679007077,1.501508724
-0.950348275,3.483444758,1.821933103
-1.128548176,3.208110398,1.90295339
-0.99202717,2.940987401,1.839959173
-0.598816007,2.762784213,1.810010318
-0.061700012,2.708076471,1.706311166
0.34854105,2.57960382,1.534733533
0.429119731,2.097791779,1.186687865
0.415442942,1.396889827,0.996044297
0.561252073,0.745097067,0.987623675
0.767656032,0.312714535,1.103820489
0.913729294,0.295144391,1.313291799
0.892533288,0.535620204,1.388838915
0.80581479,0.802710467,1.152640342
1.007526353,1.024178797,0.846063871
1.60327457,1.045496895,0.651167907
2.277056459,0.819120335,0.77524846
3.000224603,0.351240957,0.839789613
3.780736682,-0.675112261,0.382870021
4.545892203,-2.045364257,-0.128958991
5.076646262,-3.549446047,-0.122426667
4.88751719,-4.193031535,0.142202759
3.831860136,-3.826379074,0.335378787
2.155608008,-3.219639507,0.790485484
-0.751158559,-3.531850769,0.090197865
-3.443967903,-3.657202657,-1.348428287
-3.613778526,-3.735875212,-2.99347922
-3.382785997,-3.500499353,-3.665488255
-2.817480848,-2.260940022,-2.672209331
-3.364764018,-0.8790198,-0.964766531
-3.984172512,0.301972776,1.070782727
-2.555768187,0.735512077,2.55673031
-2.219173595,0.501764696,2.849377039
-1.302193336,-0.247066297,3.086994832
-1.042317096,-1.260948741,3.141531601
-1.36339497,-2.06547824,2.339543603
-1.04840796,-2.921539773,1.099582413
-0.463473398,-3.1173926,-0.106276619
-0.367402403,-2.47659645,-0.882474032
-0.581807224,-1.37855396,-1.233446109
-0.777163061,-0.229517781,-1.329938982
-0.867140561,0.656073214,-1.181319324
-0.765313487,1.219952129,-0.876035816
-0.564669188,1.588403164,-0.487875871
-0.42039165,1.916849521,-0.249066823
-0.408697559,2.244848134,-0.133823638
-0.438847198,2.648884862,-0.08256253
-0.366419091,3.0447301,0.010286425
-0.377515801,3.434145597,0.020125089
-0.447266798,3.788911805,-0.049161798
-0.555404662,3.763260062,-0.441597228
-0.690888653,3.497729304,-0.90257194
-0.752485278,3.205408153,-1.389389827
-0.669829498,2.951359158,-1.805219868
-0.360128612,2.876366753,-1.996245129
-0.224814133,2.782409535,-2.084579831
-0.239625918,2.642850258,-2.030692758
-0.078358813,2.504377607,-1.728806199
0.423725325,2.270724918,-1.32072721
0.762557613,2.071214153,-0.866698955
0.926634076,1.912234136,-0.42813978
0.982764544,1.873279259,-0.148599484
1.277296064,1.756846006,-0.236353764
1.822560003,1.555066127,-0.525814557
2.247705131,1.320996674,-0.890373845
2.407908845,1.004827031,-1.221590544
2.385744651,0.796194802,-1.376992702
2.351782907,0.496921348,-1.462297242
2.566026254,-0.235794961,-1.310947282
2.924697361,-1.579875574,-1.044430142
2.994270663,-2.879987866,-0.652315907
2.449058017,-3.23754692,-0.12394962
1.638021912,-2.843541757,0.391792748
1.662997509,-2.376016015,0.957757821
2.610964589,-2.890895629,1.30070149
2.907512417,-4.614882737,1.792424684
1.724637827,-5.163226229,2.138530324
0.07006547,-5.240971147,2.48221166
-1.315132166,-6.114964643,2.636019535
-2.678232537,-6.049586454,2.233796286
-4.033291055,-4.938605572,0.620362434
-5.876756775,-1.938038439,-1.398982708
-6.413944667,0.694839875,-4.102091912
-3.903957404,0.907771263,-5.921853224
-1.158193738,0.120381699,-6.675517628
0.274939223,-0.877482507,-6.536965482
0.364246131,-2.201563704,-4.8805795
-0.390266415,-3.288159501,-2.225590768
-0.758252317,-3.070982147,0.628510084
-0.840592892,-2.124642961,2.620897954
-1.179166676,-0.622480157,3.513747834
-1.649804996,1.026413424,3.369646237
-1.764471825,2.23223649,2.628959972
-1.407265676,2.638119138,1.65174254
-0.844359405,2.498455815,0.781724085
-0.333212695,2.430595747,0.251851467
0.041262423,2.165067326,-0.013734821
