Az,Ay,Ax
1.51879479,-2.342485501,0.336474729
-0.328365693,-3.33280353,-0.426399951
-0.810162683,-4.277482673,-1.326092828
-1.274283292,-4.198729455,-2.411526012
-2.953457007,-3.802414846,-2.779440456
-2.799766328,-2.919171875,-2.46505302
-3.33316944,-1.611142819,-1.831742841
-2.945892124,-0.62601593,0.071687555
-2.003731685,-0.494532407,1.589848102
-2.089633169,-0.419219099,2.159495955
-1.001114148,-0.854582693,2.633656605
-1.152537027,-1.356778766,2.684178878
-1.282300887,-1.795524988,1.78782362
-0.822529997,-2.057698838,0.34356381
-0.452158077,-2.013413706,-0.792220637
-0.590088876,-1.453572084,-1.43319039
-0.633296734,-0.811125829,-1.699875872
-0.34220834,-0.235107564,-1.741423396
-0.207031954,0.384094594,-1.458980081
-0.438071245,1.077180319,-0.850673411
-0.514178187,1.731443269,-0.322763051
-0.38886707,2.186578316,-0.080429591
-0.255592718,2.692767258,0.183419462
-0.179980135,3.035641953,0.132741414
-0.250437235,3.030625002,-0.215693838
-0.262229233,3.120664169,-0.460081234
-0.228232271,3.103620096,-0.802219469
-0.217337952,2.847945545,-1.22012807
-0.309609408,2.50551684,-1.509288126
-0.397190953,2.2560768,-1.586561335
-0.319566447,2.228086969,-1.469434547
-0.175105222,2.216931369,-1.32347154
0.019934535,2.28566296,-1.180071954
0.181585086,2.285171377,-1.14476537
0.425961998,2.150211702,-1.080762854
0.785754072,1.929617232,-1.216909692
1.064283574,1.566379548,-1.451291864
1.273002313,1.116510459,-1.596912341
1.48309117,0.62199968,-1.699777088
1.655283136,0.578703559,-1.596276382
1.717184004,0.738176328,-1.509049349
1.870214026,0.930421486,-1.474114229
1.77570955,1.28422148,-1.332559686
1.661616723,1.619684437,-1.368925716
2.360803395,1.625565897,-1.181523029
2.813246572,1.001696331,-0.729399439
2.52044436,-0.440894925,-0.019806524
2.191690398,-1.903894762,0.428185373
2.078104059,-2.323073529,0.592294277
2.240085304,-1.873935677,0.574520428
2.204783689,-1.672464426,0.533500143
1.935771517,-2.626713946,0.595768383
1.014856111,-4.285273766,0.992899861
-0.448892791,-4.993034497,1.684778256
-1.660709545,-4.830504094,2.360955809
-1.961870712,-5.16774809,2.54546102
-2.769495108,-5.301659132,2.910541702
-4.72594248,-4.249030486,1.77997846
-6.386834542,-2.057868934,-0.946486193
-6.497256572,-0.090430213,-3.911842896
-4.454790959,0.482825602,-5.7032812
-2.078275616,0.02381576,-5.903960424
-0.468441688,-0.840762258,-5.544938312
0.170771577,-2.160744786,-3.835990368
0.334136239,-3.086886403,-1.328086925
0.557314734,-3.0106817,0.764668029
0.463006657,-2.159694401,1.752487811
0.048194999,-0.96354751,1.865034286
-0.428814611,0.371891531,1.644646737
-0.826469528,1.511150413,1.218987375
-1.036441628,2.281129408,0.778980924
-1.01544677,2.730696884,0.224165569
-0.714838853,3.211619867,-0.131088715
-0.425009373,3.189996649,-0.153605046
-0.486917256,2.915606292,0.207890471
-0.677344989,2.791339861,0.822465553
-0.768283735,2.918137271,1.429268248
-0.687769717,2.951642651,1.865989394
-0.605675737,2.903348283,2.214381976
-0.808433594,2.777259897,2.290048043
-0.972100819,2.657722833,2.122870106
-0.829090525,2.488032621,1.741475418
-0.607492577,2.187200247,1.431490016
-0.351014893,1.816345658,1.184045388
-0.036911388,1.633437653,0.933741862
0.270302722,1.459585061,0.756934147
0.42214865,1.277391926,0.443407127
0.575686257,1.14055769,0.152123868
0.85811547,1.041224624,0.059363714
1.130167155,0.912733853,0.124432691
1.335493402,0.973171079,0.23472967
1.425938812,1.092205454,0.353786915
1.452279706,1.098884201,0.509032897
1.492907485,0.963410732,0.613820465
1.67717801,1.046315225,0.900372969
1.83722478,1.057750227,1.211021803
1.934005384,0.95642628,1.337042385
2.080346139,0.519063037,1.062690898
2.39826058,-0.440940517,0.301219035
3.058306205,-1.801602847,-0.727345064
3.910457287,-2.668107449,-1.327647072
4.377334794,-2.732280353,-1.360356625
4.170664221,-2.303309675,-1.13962735
3.212061181,-2.195082525,-0.756192462
1.285922438,-2.485376554,-0.195985806
-0.478767851,-3.191260385,0.129297119
-1.515063349,-4.123125055,-0.426495301
-3.472596616,-3.683974929,-0.5061995
-4.277161771,-2.859460042,-0.304456775
-4.59051928,-2.300188913,-0.904345672
-3.463701362,-1.792494827,-1.022053183
-1.847811787,-1.675560054,-0.635558834
-3.445867599,-0.477455015,0.552208643
-3.232601573,0.504949756,2.456940148
-2.271246458,0.149466339,3.674634269
-1.48068031,-0.456633761,3.746206636
-0.679168697,-0.770813108,2.712194135
-0.35897725,-1.153983573,1.316561322
-0.491119968,-1.666176724,-0.051506315
-0.5767175,-1.952735658,-1.356301212
-0.523978428,-2.047842045,-2.347279165
-0.533397267,-1.478624108,-2.591472245
-0.66975468,-0.381973949,-2.088880743
-0.648669514,0.867797564,-1.278465693
-0.473282552,1.808262889,-0.817205149
-0.316666926,2.26176069,-0.578170146
-0.33413244,2.414810733,-0.442484788
-0.406172425,2.712386151,-0.252447369
-0.401098921,2.839323262,-0.464269955
-0.349858417,2.810076125,-0.658227177
-0.296385185,2.647004455,-1.066070896
-0.299824512,2.31780348,-1.435615572
-0.479052075,1.942828012,-1.653783399
-0.611179741,1.855742433,-1.634110438
-0.487193296,2.123993557,-1.514973186
-0.387269279,2.416204818,-1.599724184
-0.209076466,2.5086528,-1.736877861
0.062754416,2.533413147,-1.797400719
0.453789916,2.471062782,-1.65411833
0.802533357,2.256069201,-1.563849737
1.109723137,1.700931811,-1.642402757
1.310242056,1.35295424,-1.38334324
1.3238639,1.39931384,-1.015876832
1.24994497,1.298410749,-0.713784814
1.21439201,1.24696347,-0.614463439
1.192329816,1.333642221,-0.719619219
1.143542112,1.506436828,-0.91529026
1.266885583,1.617067533,-1.103294419
1.581878877,1.462618729,-1.356460202
1.983930422,0.91393037,-1.464242531
2.274144371,-0.176131058,-1.096892151
2.126988647,-1.502188523,-0.486980676
1.884419077,-2.290278929,0.240073661
1.838039604,-2.331723869,0.619470453
1.996953424,-1.788362257,0.522295443
