Az,Ay,Ax
1.070021095,2.094474617,-0.204752246
1.09703945,2.120970994,-0.112840636
1.012636243,1.95127786,-0.078012483
1.071651911,1.666023579,-0.171685916
1.406549636,1.344004625,-0.399176063
1.702308945,0.948778396,-0.616170535
1.557462082,0.425621952,-0.754217289
1.168079903,-0.329251828,-0.813484375
0.828777805,-1.151186636,-0.686992084
1.015668743,-1.46917122,-0.256761908
2.123800665,-0.752424633,0.211989504
3.29707346,0.145527246,0.403876569
3.277582578,0.175988435,0.558125758
2.067987008,-1.146485326,0.041937984
0.327017785,-3.065893299,-0.900652224
-0.678214903,-4.260393591,-1.866813863
-1.327874743,-3.907265213,-2.235083988
-2.006089647,-2.563347682,-1.453319863
-2.569767486,-1.624507327,-0.354193377
-2.759744114,-1.191730243,0.469627463
-2.697400179,-0.582097877,1.149493714
-2.741784095,-0.03184826,1.169019595
-2.925806783,-0.26940497,0.830649517
-3.271535114,-1.056488829,0.366526204
-3.130231624,-1.60862353,-0.101690296
-2.453253569,-1.953351744,-0.374004724
-1.792314794,-2.167084511,-0.605424539
-1.622359794,-2.255100063,-0.775869368
-1.467897547,-2.136497649,-0.701329968
-1.170584579,-1.770562397,-0.426852809
-0.733316028,-1.293935649,-0.111374655
-0.331289471,-0.833057675,0.368252152
-0.054258244,-0.495166028,0.944291898
0.148061148,-0.057434536,1.368606275
0.137687638,0.43348611,1.56933869
-0.101530859,0.825522603,1.60501776
-0.351478857,1.011582935,1.596069899
-0.359455243,1.165143265,1.466812528
-0.229285123,1.324782623,1.139076657
-0.097987478,1.508952026,0.776865393
-0.004437087,1.753619445,0.525122045
0.014845102,2.015619107,0.41018619
0.034786085,2.247341704,0.471458259
0.068177464,2.405738953,0.728899965
0.082964151,2.406686463,1.036285926
0.119195156,2.296546757,1.251697659
0.198367458,2.087819836,1.349924663
0.282619275,1.790341448,1.237873862
0.407601106,1.594965007,0.916839389
0.621757688,1.596279596,0.593186696
0.855957489,1.737656737,0.472236404
1.064451186,1.973239517,0.45822293
1.209032091,2.123985958,0.546176377
1.155864564,2.031248053,0.612252266
0.973411317,1.592436365,0.58274297
0.850395178,0.867883489,0.497489211
0.91930914,0.227552618,0.476415005
1.045486958,-0.105231476,0.474757154
1.083791262,-0.085804306,0.44004123
1.118092175,0.003263386,0.455321802
1.23411451,0.051242111,0.374282225
1.327262164,-0.055903674,0.256703309
1.439371125,-0.246706231,0.2630141
1.674528957,-0.368144161,0.471976365
1.661563093,-0.569592616,0.990809977
1.497278539,-0.84730598,1.339161569
1.070198205,-1.318523562,1.250879767
0.41235915,-2.180390567,0.634872313
0.228999328,-3.099524935,-0.377393343
-0.48105567,-3.088601975,-1.180307224
-1.261049863,-2.397587211,-1.368413675
-1.290308691,-1.722861319,-1.011161421
-1.396837805,-0.947852513,-0.30821167
-1.850944678,-0.203622876,0.415295204
-2.078777282,0.159496734,0.933371568
-2.231885777,0.110500356,1.165731075
-2.52664263,-0.294934548,0.968933514
-2.406518705,-0.835897282,0.499032422
-1.995329768,-1.342123634,-0.148038133
-1.636789886,-1.780465951,-0.764442988
-1.293551618,-2.019101689,-1.032791142
-1.019312652,-1.813048955,-0.92318737
-0.859895997,-1.436878723,-0.717462918
-0.752380794,-0.877939019,-0.484103659
-0.653572045,-0.504819407,-0.349769642
-0.755496881,-0.287845466,-0.444048128
-0.828860807,-0.225895499,-0.65993252
-0.759384536,-0.030733576,-0.963432871
-0.59965633,0.328245866,-1.246618894
-0.509737575,0.677019556,-1.491551394
-0.295780936,1.018455158,-1.647877828
-0.107636199,1.158794188,-1.600142994
0.104434772,1.282661975,-1.343952749
0.199631176,1.340693308,-0.953345265
0.218905786,1.469343069,-0.571031271
0.294925196,1.572341087,-0.212814337
0.4522516,1.761383649,0.005117854
0.487781179,1.935112323,0.106763508
0.517948354,2.031347422,0.060897829
0.541250903,2.082750277,-0.067385875
0.618400778,1.99550454,-0.210950516
0.796093095,1.716140486,-0.361679057
0.929450595,1.46196991,-0.465316687
0.91951723,1.407905142,-0.580182034
0.936013022,1.479794905,-0.750490304
1.053984153,1.582251071,-0.798695679
1.023523548,1.697328818,-0.68364365
0.785222741,1.782372077,-0.489074434
0.65252692,1.76523331,-0.269384073
0.852059897,1.688701859,-0.114637018
1.139971414,1.596271998,-0.131020289
1.433820505,1.35978847,-0.280693111
1.546286024,0.840633663,-0.38056642
1.24983581,-0.061859367,-0.372549703
0.702458533,-1.181250935,-0.284437704
0.615515578,-1.797555617,0.021229616
1.595520302,-1.475062031,0.458311046
2.633682616,-0.796439132,0.588390986
2.616753693,-0.918752675,0.506741681
1.239129123,-1.748556316,0.322891865
0.221091898,-2.431285482,-0.379464012
0.056499904,-2.462897011,-1.619972461
-0.43088148,-2.283575047,-2.49525585
-1.202476093,-2.144899567,-2.569954241
-1.872681878,-1.532457989,-1.84817609
-2.012904003,-0.713664402,-0.925799379
-2.266495318,-0.147818572,0.126833944
-2.373527121,0.191785139,0.976813088
-2.448357613,-0.105743517,1.343336663
-2.754348977,-0.814720638,1.288507925
-2.740274859,-1.432664905,1.000611459
-2.336720947,-1.824457653,0.617378742
-1.840789194,-2.132403074,0.006074059
-1.461741947,-2.308221413,-0.676539371
-1.189161854,-2.206906234,-1.123331391
-0.817339296,-1.725972144,-1.239398588
-0.441513933,-1.101616841,-0.961174498
-0.171785138,-0.643266924,-0.289768982
0.147252782,-0.24310733,0.562657556
0.2756161,0.194134333,1.193198708
0.125540113,0.727583622,1.61610994
-0.137030645,1.157414716,1.897117669
-0.287737914,1.267786478,1.881388185
-0.293293211,1.354749891,1.622591995
-0.258527018,1.542749082,1.236884559
-0.174712424,1.718224891,0.919152196
-0.038383214,1.899897217,0.684309275
0.114949152,2.088864961,0.550214985
0.250880302,2.180696272,0.619411709
0.418786553,2.158921663,0.799761043
0.611590514,1.956790486,1.001881625
0.701357294,1.594147845,1.105898903
0.689046679,1.17147539,1.11524212
0.640262482,0.941282487,0.94402784
0.673310765,0.993970706,0.648139864
0.828302589,1.276573011,0.411667369
1.031879288,1.576138726,0.3188979
1.169325519,1.828669718,0.338533597
1.187011982,1.920501614,0.397505134
1.035096497,1.864209818,0.362549264
0.788363962,1.509770941,0.275178877
0.655718409,1.081609826,0.084128628
0.590709054,0.728042472,-0.051367418
0.68428341,0.582674216,-0.005699235
0.875379982,0.538480854,0.137677409
1.069747539,0.302070976,0.298597601
1.164903026,-0.122935475,0.325240693
1.282297234,-0.468936778,0.304143179
1.632529306,-0.625663463,0.509018028
1.830722558,-0.703794166,0.999177188
1.694973195,-0.851070301,1.26039666
1.205831249,-1.340453654,1.159948034
0.4799065,-2.336419918,0.41027175
0.137201307,-3.280381853,-0.646112231
-0.651723202,-3.190985075,-1.384683549
-1.25344874,-2.405736615,-1.462959944
-1.069037929,-1.840910191,-1.035768551
-1.224075346,-1.217867724,-0.447074125
-1.697561458,-0.52149874,0.248036969
-1.733438242,0.003368015,1.014369935
-1.755622017,0.19262159,1.553690455
-2.32769476,-0.241634335,1.386084064
-2.665927182,-0.907007292,0.69899641
-2.553622991,-1.382969439,-0.273987037
-2.140196504,-1.753219632,-1.162746141
-1.550134516,-2.059993086,-1.498995865
-0.98750414,-1.973933929,-1.23520172
-0.605517916,-1.468271641,-0.731402961
-0.559808304,-0.932387233,-0.442463416
-0.43852235,-0.610094138,-0.328287952
-0.564272882,-0.467761304,-0.444062083
-0.676436788,-0.297197232,-0.640269934
-0.54599196,0.000603811,-0.895395473
-0.38250411,0.316361367,-1.171216082
-0.328878319,0.736212334,-1.347704649
-0.337393634,1.119738773,-1.41141052
-0.197767136,1.415216342,-1.351451434
-0.141406951,1.564860376,-1.029982295
-0.068406012,1.624731784,-0.547488994
0.082580668,1.708707121,-0.086030297
0.348657955,1.837051762,0.304652882
0.544952096,1.974028037,0.542959168
0.551107111,2.053893016,0.456319727
0.422689406,2.059318548,0.152286072
0.38435646,1.887225951,-0.238976222
0.467622188,1.640669358,-0.594532339
0.583791822,1.529427828,-0.836388426
0.634099867,1.49945413,-0.932492447
0.620463556,1.472740895,-0.893553937
0.679635292,1.503613588,-0.75728581
0.629036739,1.658980675,-0.595609028
0.675448361,1.897268038,-0.43677273
1.032167458,2.041921423,-0.302095745
1.374140236,2.003287449,-0.297244505
1.500379428,1.846420478,-0.448714439
1.373781924,1.595850557,-0.749396737
1.668996458,1.205606208,-1.042465491
1.775198824,0.62695058,-1.264379884
1.311906774,-0.173779527,-1.412132405
1.000467666,-1.057977022,-1.282183544
1.00664957,-1.589494466,-0.696724154
1.35043495,-1.574510248,0.080880878
1.985989108,-1.5238813,0.714123325
1.886559597,-1.937899908,1.234738195
1.215765783,-2.787985874,1.48696582
1.0330571,-3.064858111,0.881201747
0.651980392,-2.584590961,-0.289163271
-0.426335069,-2.074974967,-1.394181445
-1.563560984,-1.792666676,-2.157054408
-2.123211467,-1.433181623,-2.243597988
-2.222616428,-0.380679233,-1.699802953
-2.228209134,0.617036504,-0.974252883
-2.653109786,0.943251741,-0.304735519
-2.942360443,0.503632243,0.29476869
-2.937243538,-0.290728328,0.651499769
-2.660039877,-0.996073815,0.574888384
-2.152828022,-1.403704768,0.327715412
-1.535620837,-1.66096688,0.081836426
-1.19773679,-1.711170881,-0.09872867
-1.255848787,-1.53573365,-0.066936816
-1.160242049,-1.338273972,0.175981275
-0.66722823,-0.961785177,0.52463353
-0.099348866,-0.596202975,0.790545836
0.260881453,-0.359112129,1.100147499
0.344707756,-0.160751118,1.376011436
0.209302091,0.104060094,1.546540437
-0.025404472,0.338124286,1.641777465
-0.190604405,0.544078236,1.610149424
-0.277352148,0.725346657,1.42510353
-0.284103357,0.909187559,1.136941253
-0.211532627,1.110718432,0.776217743
-0.1158499,1.406227565,0.526590217
-0.017369652,1.709006396,0.461451683
0.06243629,1.956689948,0.593873071
0.081323361,2.031797504,0.873932414
0.058357501,1.972362734,1.215682635
0.11672493,1.731744882,1.51633483
0.302796367,1.377787652,1.701222026
0.44391398,1.044741692,1.660027261
0.489926374,0.849049609,1.466745162
0.564314383,0.978362218,1.180796469
0.677366178,1.315471189,0.997717345
0.838029033,1.709165971,0.907928207
0.945569955,1.986919082,0.861203573
1.007645595,2.071332811,0.830573603
0.944247182,1.932439889,0.732494191
0.82922438,1.56097389,0.620928032
0.866411663,1.09348205,0.542217702
0.998195045,0.771335086,0.5298726
1.170491056,0.515042111,0.63888491
1.353593122,0.285617854,0.661316668
1.561740198,-0.090692663,0.675967709
1.635110555,-0.601702742,0.720009753
1.357075703,-0.938096843,0.723754492
1.345222184,-0.972635657,0.806507229
1.406957632,-1.01494452,0.909327917
0.97905663,-1.576999726,0.639471623
0.456356698,-2.694579276,-0.248586054
0.007858313,-3.472432365,-1.163509453
-1.198755027,-3.156806911,-1.223695626
-1.309095224,-2.356342177,-0.552294494
-0.77344521,-1.444845757,0.36489685
-0.97621936,-0.524911178,0.917367505
-1.739523115,-0.021606852,0.91106877
-2.252134784,0.15109657,0.591758271
-2.651678876,0.041482349,0.135485452
-2.876552631,-0.466050993,-0.3435401
-2.592370947,-1.204756313,-0.730865932
-2.125572935,-1.94624162,-0.926206645
-1.737518205,-2.511622171,-0.990375385
-1.568061218,-2.511218266,-0.844677093
-1.366477154,-1.983715902,-0.729925728
-1.026310548,-1.242529287,-0.616735987
-0.565904283,-0.642625119,-0.446910166
-0.257618086,-0.363461556,-0.379534082
-0.210569335,-0.183953715,-0.372678005
-0.155738843,0.000202829,-0.481864648
-0.096849423,0.325021059,-0.775926359
-0.16891572,0.680002371,-1.012077659
-0.286382956,1.047801664,-1.17206415
-0.248517646,1.227544484,-1.216212504
-0.074897128,1.304896603,-1.150693299
0.096398766,1.456585294,-0.995424412
0.208332936,1.613375693,-0.716735042
0.351508668,1.806836071,-0.376432243
0.548981205,1.962773068,-0.069213164
0.68650167,2.147325333,0.069326196
0.591917845,2.270366022,0.008849954
0.471532639,2.232334105,-0.129287766
0.546937169,1.822441052,-0.364181541
0.667596479,1.489762172,-0.519320665
0.593063508,1.435316296,-0.621698578
0.569215599,1.380890879,-0.675805139
0.672709292,1.337189684,-0.630775618
0.819808901,1.428458101,-0.533104568
1.008393783,1.576629724,-0.355322308
1.171968727,1.762272123,-0.178320897
1.320167238,1.886845428,-0.029799218
1.207033026,1.900820177,0.053478784
1.013549851,1.769375817,0.016320143
1.071961123,1.44685242,-0.170253837
1.252109601,1.066561895,-0.420941685
1.392135911,0.705652945,-0.617888664
1.403210847,0.33142508,-0.726385791
1.409417301,-0.100779173,-0.667921327
1.379639417,-0.59462009,-0.508702971
1.484525441,-0.884635886,-0.234507113
1.960394648,-0.960374725,0.062263929
2.378043137,-1.034219714,0.320581323
1.484730608,-1.746166206,0.656837769
-0.244435364,-3.003177608,0.845159397
-0.906752441,-3.837838626,0.439706884
-0.807870042,-3.839958687,-0.259797987
-1.334274089,-3.247185686,-0.706203127
-2.212623442,-2.143579132,-0.863596605
-1.995623782,-0.842083277,-1.114843841
-1.367417065,0.016267829,-1.085416525
-1.721174973,0.21550796,-0.71850629
-2.443847442,-0.486677602,-0.137364836
-2.792180988,-1.686118273,0.447899689
-2.755331559,-2.476236969,0.861600171
-2.319640048,-2.563074126,0.890033654
-1.745290593,-2.189747594,0.528778083
-1.559963836,-1.688704782,0.07640987
-1.549988385,-1.18370768,-0.358934873
-1.338061791,-0.813312525,-0.686588326
-0.891236307,-0.559415505,-0.629744156
-0.302353282,-0.272768893,-0.082297613
0.139914667,0.030510874,0.650135933
0.235786212,0.366665321,1.320326666
0.04731354,0.844670371,1.773484714
-0.245213984,1.305629009,1.995238144
-0.401667076,1.638432392,1.896982791
-0.389847459,1.74318456,1.562646061
-0.248821013,1.762427605,1.082519488
-0.104402039,1.881704558,0.708133949
0.005631832,1.97591838,0.418790791
0.166523309,2.024009919,0.254163708
0.317765388,2.040724907,0.211529996
0.388303773,1.928369278,0.288531257
0.437290763,1.614840504,0.534077943
0.465066658,1.208252339,0.805211052
0.486745406,0.928401378,0.996112394
0.480399873,0.840986714,1.047821611
0.574490398,1.024695514,0.937135523
0.795724261,1.407899882,0.834148685
1.074262386,1.776068593,0.793465231
1.258887716,2.019807791,0.73973291
1.206286007,2.108728768,0.678130002
0.996479474,2.007258691,0.573829669
0.794763381,1.742691808,0.533619678
0.717889911,1.356037008,0.589018032
0.714473965,1.044052541,0.717771545
0.716778151,0.870790316,0.930514571
0.657829702,0.638574382,1.162685204
0.659264704,0.253058231,1.228834377
0.674148969,-0.194591429,1.0123754
0.850996067,-0.52953007,0.700105394
