Az,Ay,Ax
0.649144438,0.318231252,0.646295917
0.613743308,0.328287952,0.703835959
0.652517129,0.350590384,0.756959647
0.763576142,0.387386622,0.83858579
0.859991713,0.379099855,0.91256931
0.945773807,0.406200628,0.956808557
0.91414299,0.430931749,0.943386474
0.832704039,0.404794268,0.830630155
0.844618933,0.43030105,0.669662471
0.897028189,0.45416591,0.546532643
0.933876448,0.46158583,0.490903695
0.953467138,0.478587819,0.481867279
0.925631183,0.500191163,0.548349922
0.860461522,0.532814499,0.618446663
0.813441558,0.555185321,0.68365651
0.857349674,0.515630724,0.698254944
0.942512175,0.519354129,0.736762369
0.980820571,0.575015226,0.771306736
0.914547625,0.633893531,0.767207777
0.854432033,0.698808779,0.746029087
0.825602244,0.698124303,0.749783764
0.847688696,0.701164986,0.730901368
0.860860458,0.702089115,0.670448069
0.791648098,0.723687199,0.577913577
0.635604573,0.630730099,0.540679825
0.350067822,0.274150119,0.502220039
0.122921446,-0.420440166,0.250019594
0.27536344,-1.119905947,-0.313673735
0.309300781,-1.251238663,-0.561277792
0.074010846,-1.113160564,-0.445683328
-0.022794016,-1.077290794,-0.212707808
0.146853964,-1.090301082,0.039572136
0.137504098,-0.952230582,0.260232652
-0.142370828,-0.704018038,0.445978219
-0.288102802,-0.360288187,0.730727181
-0.183072402,-0.073633391,1.101760341
-0.22365678,0.16345687,1.372716925
-0.417258613,0.355201677,1.548386503
-0.401297512,0.419888961,1.546684668
-0.387855847,0.445146737,1.276997374
-0.421719684,0.459478629,0.825603851
-0.597251754,0.450063735,0.389866164
-0.634362902,0.39886897,-0.014054244
-0.521888031,0.372107804,-0.336175198
-0.635770431,0.4079162,-0.555201103
-0.844250976,0.471720271,-0.67330112
-1.045222169,0.513957238,-0.69130907
-1.240089054,0.505542461,-0.711366355
-1.302288028,0.460871545,-0.69487027
-1.173679915,0.364029712,-0.676278967
-1.099951246,0.286558934,-0.637089112
-0.976250194,0.238280933,-0.576525557
-0.808617207,0.186319275,-0.551879557
-0.772842568,0.128058809,-0.567919057
-0.772707835,0.049455813,-0.633841216
-0.674230072,-0.240381705,-0.862417625
-0.527890779,-0.532429299,-1.116812072
-0.439657492,-0.65618252,-1.244625382
-0.383067297,-0.740265409,-1.261570672
-0.301460296,-0.817937847,-1.148076687
-0.233865747,-0.745948131,-0.983997593
-0.315441622,-0.52512336,-0.828482329
-0.386039299,-0.364926368,-0.701586134
-0.419617451,-0.247592951,-0.608470957
-0.353963076,-0.122526309,-0.50801002
-0.26275048,0.019043723,-0.438830137
-0.295061974,0.095829441,-0.488835656
-0.324332492,0.192184952,-0.554246286
-0.276746273,0.361533803,-0.621239874
-0.223130856,0.438605937,-0.66600278
-0.203774121,0.513413633,-0.658911799
-0.298300517,0.406970443,-0.723410063
-0.324974005,0.337953605,-0.718685226
-0.252861978,0.295585705,-0.677430183
-0.190499191,0.226118786,-0.687720983
-0.093450729,0.174891872,-0.687609705
0.022133944,0.279610138,-0.676923841
0.14151538,0.436785151,-0.779521972
0.163981479,0.382183208,-0.83312073
0.206237881,0.428648022,-0.739547324
0.314314663,0.495634815,-0.717205947
0.391574429,0.453349917,-0.681939696
0.511471851,0.440407433,-0.607528964
0.624676205,0.483745055,-0.553071689
0.655857964,0.530295794,-0.531703834
0.697698187,0.590182984,-0.507512592
0.72371511,0.632693508,-0.470231128
0.679048432,0.663971858,-0.450310695
0.646605275,0.680011724,-0.464121267
0.657237728,0.650993719,-0.481735542
0.737789374,0.581552518,-0.479507564
0.724154525,0.460595066,-0.471128625
0.686622812,0.441867569,-0.461577428
0.789173379,0.576002483,-0.444975691
0.752708711,0.716997346,-0.421140423
0.645265258,0.79164839,-0.394134306
0.690178751,0.735982617,-0.387190149
0.839514742,0.586072042,-0.405531606
0.913944252,0.425669883,-0.46461011
0.906712693,0.282112476,-0.57146104
0.914588395,0.177468444,-0.666150006
