Ax,Ay,Az
7.448939532,50.995141026000006,9.210078238000005
18.53860414563756,7.237903977176093,7.2684486132427635
36.51672819811285,9.547429059470856,14.704477129889742
33.52079684378022,11.293319461113082,13.590169935293689
42.399309865402806,12.54217706252048,14.111024811149111
128.5134477329533,33.916245032538896,4.03640057841769
88.8575045904743,17.926857611704015,11.951606788304638
49.60118204541982,17.54141224042201,19.325553429334676
27.488178017663788,39.46225035350203,24.561276150710253
23.068005384712333,46.658922177204026,39.373634571023004
12.26555877492952,127.52453983203098,57.59162505582316
26.07265040575163,993.9586933028654,522.2491740644449
17.577333765732476,146.61719768040072,40.14685014234939
7.848344753473661,61.725714529209846,31.319054520426178
20.337162606321137,49.19119234415147,5.554276532888362
12.684865963184253,46.88013001453561,19.52842140565175
29.057449242048378,20.903493360025827,11.437615108485975
41.56779178033189,71.64511793590661,17.034227283120373
19.690205757377832,33.0069162803328,2.9703254138823403
43.933388778449675,23.091269592874728,19.21172876904569
10.875359551327724,34.407368914153786,41.18135124744801
16.3273682721087,70.58316097953241,49.4427890016646
66.0992816852624,208.44205390807656,244.38553998140776
23.031214054954834,24.065587855901644,34.148229382194174
15.321821483657146,44.680842792283606,9.072773018222016
25.666312025375042,47.88083321232663,12.457601906022425
23.180440514523017,28.114685239513673,4.274897251185051
35.78768532973158,20.53074212140009,53.65326175903511
68.96581553154557,26.572709239026125,27.70238996243846
29.114936969429962,21.94045181956822,17.706416605125423
59.33347935406692,29.276033462757535,5.79388681132743
22.113243783946263,6.915726093628713,49.0692434704014
41.68168833655438,82.84081474739114,90.4098034183184
88.3220739380753,137.16603681469374,220.6619313771407
29.603665244553202,54.88826860029618,76.972703755207
57.97914394046451,30.31540083484184,29.567494522156444
20.08129425363207,19.088537135077434,6.118814710958353
58.8484141063973,26.206394222831474,6.372548655591448
86.60477342019954,10.642693998262851,18.900608773732518
63.387741462434725,25.220751270016397,20.683812131167628
34.88894550086083,23.93467298259564,8.106370042221577
46.19067544491956,13.217458311058481,34.76604709539957
48.56528214289838,46.87517867534705,36.70989696852805
51.76113884207625,143.36226999266077,124.97103331249939
79.61866420235097,214.7337786532371,169.28165218386465
10.259676168803763,74.13317640150181,76.04142063410444
18.472049727970077,65.69325767198262,35.406323217813814
34.61976035584824,17.802485934097465,29.837061452610033
10.874991927118618,40.30808345624412,13.590790513599922
26.954193672199082,60.44623075863917,51.28370701002742
49.25567075152937,11.9998741081266,24.224773932422305
20.948103617559998,13.148037839312193,18.113025323121224
39.463395784870166,20.227829308068575,19.25141199254496
46.54601485455474,66.04142895516064,29.697447972984595
36.5426093290568,205.29691857522053,116.4921334985683
69.21237529638061,205.6655677822379,123.41246443284372
36.8305316915177,90.41211660630347,66.42963662680405
28.27812822110231,68.50913010324493,54.41294885312294
31.60332855130231,32.958487596033045,24.588214540510016
38.696249530167826,53.15563222608943,31.727621487601873
84.83082130044659,86.11036753028004,12.17257639864924
25.542482112350974,34.87707153043356,18.179850276206757
20.71303733687766,49.098446284633766,28.37144076517839
24.61333830224826,21.366168551796218,14.889564960542943
41.31320984525477,46.841474042090475,44.33329409891537
39.14229978159696,190.34693174286053,100.76287682292973
42.958307702597246,158.5294425610593,95.20615499307344
25.178594908560257,76.55083404129714,43.51810890862532
39.06257190597735,54.39633858356416,38.95232742551288
41.76905558146274,25.073932613760427,23.320728404071478
41.9635357857063,55.242624909020606,46.60711557647463
65.6542623414973,69.59487330775747,2.6791332296753048
27.388474814038812,44.77507136758305,20.241955731139495
11.127446844865046,67.51124540983304,51.500014465324504
4.793619606957142,24.24461087733424,32.657340728538124
22.753987066279667,11.164456219750432,41.638014814459346
39.572643145078594,119.93681957040141,92.7040661853109
25.462096929089054,88.62153220437389,68.82226003282244
33.13133107703433,53.1746344495445,46.039058422480416
35.59894927579784,34.64141110008124,49.23982432422588
39.752792890946836,26.913101362993533,34.43164083647672
49.513339596371054,46.293920036617926,55.6173160859227
48.96445325360551,20.392579367370892,2.7204395255948017
29.139530267161625,29.89797189443355,16.1654883882485
15.87298013068917,42.664211411834486,50.42187890395744
13.318068410077355,26.855809082209774,34.2773095908826
15.996442004019402,12.821749729506912,44.590124349269104
46.73619532560997,60.889085133428445,78.46544063871674
17.614598227725224,55.453513852175426,51.57365625706863
23.069595913829936,25.69982612830191,36.368626672629254
29.47906444056004,22.78708992810757,45.05706317792439
22.344235317950417,13.460082907956478,45.13459656535709
35.2783862218995,26.923554111990953,64.14746895966418
30.60803981373279,6.09710014243696,3.628312221635959
16.02985416103796,15.743115234675995,14.131831472507985
12.087647708307008,32.222634950885784,32.91186454248523
15.798824224975851,19.126733879746237,26.439625778741743
5.916981320520168,17.505204358153982,43.56978643180742
26.949346263935915,41.310980698877955,73.73831440423777
8.12409228846286,35.65246633478379,44.77461049463394
16.091188052013425,17.01709175568523,19.23094633393375
18.287279163213512,16.51782964836124,29.994788473588336
14.947876585873505,6.644621074258127,39.62054539220422
31.29918138421544,16.544836897061753,56.48802541620055
20.74089242148991,12.006338508961552,16.330085494280542
12.900462092248183,1.3076590970199955,10.771002871441683
8.575560042095022,19.019388209981855,37.074308988319935
7.381879235077434,15.674315190261538,27.681066894402882
10.364239193890342,19.27980539446919,39.49638735096167
10.86699953321812,33.50126778917115,52.08277177249929
4.019466786480663,22.92159367159815,53.8958476659906
9.331693239226954,17.294059753582847,15.300086520478827
8.079136429818172,7.940672625423334,14.124185882953054
10.14288650868683,1.7478540081919265,39.43109941460841
21.643310854297255,8.525619829298002,56.867505168043024
15.08326211888189,7.234913622780666,21.830535175059005
8.800236709431786,4.868179412315012,5.264823449215937
7.471220126680421,8.438713668921372,30.130379298218728
3.6087496533999275,7.648344644593261,30.898243430442786
10.178760066866861,10.862681270699264,42.212296263934434
9.632334677467197,31.041767042978147,35.296286755138375
2.821005322649949,14.055439895020683,44.5353752146704
5.515313293718171,10.506429682418725,8.299844858328578
3.1455623163516333,3.327993007007598,5.974916784522611
7.079581210931882,3.1075090487528185,33.32245748858681
13.390957057181902,3.270583678196245,53.91564523310479
10.360825895455006,3.9918898209317604,17.41679823277947
6.767790426359572,10.756268730337485,4.886539062675522
6.885139693687306,3.1320052024257476,25.97155677266535
2.2987074263068554,5.313631196559046,26.367179723013166
10.050391320698594,7.882810965262051,39.41539099266873
11.460034280776044,25.00337160923846,21.417316148047224
5.583863098378908,13.796790129357698,35.041300465331894
4.180021786785048,8.727705049827026,16.20040177781514
1.6095907614836633,4.424610474221905,3.39640414333593
4.313897632285409,4.677907268043306,27.775372426851604
8.665664254722195,4.181991053927386,36.25411215143688
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
