Ax,Ay,Az
104.840884172,79.065237677,32.519851879
79.05372398870605,9.137667345793453,44.702129222098556
66.27944309054158,12.713638914739258,52.97426900214898
177.21075990440963,11.556824494432714,19.830936310175698
62.597612947530635,16.463262644209912,61.54843265208772
42.75314477990868,26.290547143193205,52.484849988792845
35.108111161394184,78.86347547426371,193.44393008256304
40.01700474098135,45.66680561372775,112.47573879171654
23.05806401722925,54.79785259226476,67.66078132846778
65.38664359654206,37.64660342571003,29.42462484030562
33.700314872891745,20.50531508804986,39.61472303429928
20.285757713864776,17.642421896948015,33.6127363474806
30.659882436102755,20.21404895324441,7.695226701928451
20.326351001609293,76.67583288530744,72.57820574145153
22.546523364027852,30.72606664327659,28.158045777775158
7.4839032766939075,34.081229101880815,20.27215005367264
46.54392401086821,7.9862493582535,21.536215480531574
18.389235039617358,15.224286767930975,4.2437663422644665
6.088907821670719,26.06372550522552,21.573241133112006
28.401317697204107,104.91650677612458,19.474814610449602
14.281494102625448,19.153740191934748,6.476179566714849
42.89209156059936,58.52621059149171,2.9927408406322207
69.9336472519779,47.616133702905245,11.397447889260484
23.08719395446913,18.2233396846651,10.542033927118867
44.9861948035226,52.89639363178456,12.646350988593216
48.944883293281265,48.56651317357052,28.71932150027079
34.644199342562736,26.011126944132478,16.33937933600925
24.679900357908952,26.707076816288122,23.306329249779704
19.598120452508734,44.36158445697292,19.12336753033456
52.641978342989916,25.812039099965116,8.642416952924533
31.99083336236896,19.46750239312734,10.461284971071496
39.11602896800381,28.567066837928923,7.195325907102393
29.444458528500984,29.512608074717146,27.194588666763458
11.207334155895614,19.890402113738052,12.836283727575944
44.11683609284925,7.770608836829635,23.851009325462737
48.750444602695545,11.900119230119705,9.6496228928459
24.573720507969643,5.1571225672358985,10.428057886332393
58.70732852778148,31.079500479512276,8.07382683211505
34.6782820617557,16.688941574217505,12.320084723840104
40.58899068202193,10.279694925149508,11.888809641621327
23.805122520331416,24.741405849975852,26.936256954118694
20.87697967519388,10.262294489623299,8.379026148061556
77.64524079741476,17.4994809028511,4.098797242240903
69.66003515037421,10.933310757599184,1.8467412500696185
32.61508445138286,21.114741763161117,9.643143262483049
9.476038610169095,32.518144296364504,25.02365429183546
20.60473836145664,15.834666168580833,14.948781660813273
17.62144129899748,16.070567532611154,9.672552582392298
64.41053787354166,4.183292622828583,5.229548348813511
19.95014670030957,19.460177929149445,6.461592421363075
34.46821185382902,20.94762927691678,7.380030618620303
30.610591845711458,23.38498690002486,9.896741996205773
33.843328817780865,4.873516313693558,3.3167917858181366
4.279663917945456,6.616041644824763,3.750682152175322
29.835151245332348,8.096073106380242,8.066919706883885
15.183470506439908,7.911335033504142,6.028882085412576
24.080682819864712,25.4939103190355,5.900018926369753
14.736132389782707,9.862064769213331,5.647236293370123
17.04353575510306,13.262999830251132,4.245158238303973
22.79584095849293,16.229617349936735,3.2961937296306494
3.0034362370174272,14.878091412925388,2.5987522090121997
10.071974494548034,12.534981776962988,1.418684104431119
7.232554107673222,10.710068179914773,3.9171451479285744
6.1863265448857705,11.588387984923587,3.8691814965449276
13.64593432210228,23.473777027499775,16.216417093931874
